bronze          | 26/04/18 21:20:43 INFO TaskSetManager: Finished task 2.0 in stage 724.0 (TID 4008) in 1384 ms on 172.18.0.7 (executor 12) (4/6)
silver          | 26/04/18 21:20:43 INFO MemoryStore: Block broadcast_2720_piece0 stored as bytes in memory (estimated size 29.3 KiB, free 128.1 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Added broadcast_2720_piece0 in memory on 0931fa047f38:46793 (size: 29.3 KiB, free: 135.1 MiB)
silver          | 26/04/18 21:20:43 INFO SparkContext: Created broadcast 2720 from broadcast at DAGScheduler.scala:1585
silver          | 26/04/18 21:20:43 INFO DAGScheduler: Submitting 5 missing tasks from ResultStage 1270 (MapPartitionsRDD[7869] at start at <unknown>:0) (first 15 tasks are for partitions Vector(0, 1, 2, 3, 4))
silver          | 26/04/18 21:20:43 INFO TaskSchedulerImpl: Adding task set 1270.0 with 5 tasks resource profile 0
silver          | 26/04/18 21:20:43 INFO TaskSetManager: Starting task 0.0 in stage 1270.0 (TID 13128) (172.18.0.6, executor 16, partition 0, PROCESS_LOCAL, 8809 bytes) 
silver          | 26/04/18 21:20:43 INFO TaskSetManager: Starting task 1.0 in stage 1270.0 (TID 13129) (172.18.0.8, executor 14, partition 1, PROCESS_LOCAL, 8957 bytes) 
silver          | 26/04/18 21:20:43 INFO TaskSetManager: Starting task 2.0 in stage 1270.0 (TID 13130) (172.18.0.9, executor 15, partition 2, PROCESS_LOCAL, 8957 bytes) 
silver          | 26/04/18 21:20:43 INFO TaskSetManager: Starting task 3.0 in stage 1270.0 (TID 13131) (172.18.0.7, executor 13, partition 3, PROCESS_LOCAL, 8957 bytes) 
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Removed broadcast_2717_piece0 on 0931fa047f38:46793 in memory (size: 148.8 KiB, free: 135.3 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Removed broadcast_2717_piece0 on 172.18.0.7:43221 in memory (size: 148.8 KiB, free: 864.6 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Removed broadcast_2717_piece0 on 172.18.0.9:37307 in memory (size: 148.8 KiB, free: 864.8 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Removed broadcast_2717_piece0 on 172.18.0.6:36531 in memory (size: 148.8 KiB, free: 864.4 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Added broadcast_2720_piece0 in memory on 172.18.0.8:32917 (size: 29.3 KiB, free: 864.6 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Added broadcast_2720_piece0 in memory on 172.18.0.6:36531 (size: 29.3 KiB, free: 864.4 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Added broadcast_2720_piece0 in memory on 172.18.0.7:43221 (size: 29.3 KiB, free: 864.6 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Added broadcast_2720_piece0 in memory on 172.18.0.9:37307 (size: 29.3 KiB, free: 864.8 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Removed broadcast_2715_piece0 on 0931fa047f38:46793 in memory (size: 36.9 KiB, free: 135.3 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Removed broadcast_2715_piece0 on 172.18.0.9:37307 in memory (size: 36.9 KiB, free: 864.8 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Removed broadcast_2715_piece0 on 172.18.0.7:43221 in memory (size: 36.9 KiB, free: 864.6 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Added broadcast_2719_piece0 in memory on 172.18.0.8:32917 (size: 36.9 KiB, free: 864.6 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Removed broadcast_2715_piece0 on 172.18.0.6:36531 in memory (size: 36.9 KiB, free: 864.4 MiB)
silver          | 26/04/18 21:20:43 INFO BlockManagerInfo: Added broadcast_2718_piece0 in memory on 172.18.0.6:36531 (size: 38.3 KiB, free: 864.4 MiB)
silver          | 26/04/18 21:20:44 INFO BlockManagerInfo: Removed broadcast_2716_piece0 on 0931fa047f38:46793 in memory (size: 15.3 KiB, free: 135.3 MiB)
silver          | 26/04/18 21:20:44 INFO BlockManagerInfo: Removed broadcast_2716_piece0 on 172.18.0.6:36531 in memory (size: 15.3 KiB, free: 864.4 MiB)
silver          | 26/04/18 21:20:44 INFO BlockManagerInfo: Removed broadcast_2716_piece0 on 172.18.0.8:32917 in memory (size: 15.3 KiB, free: 864.6 MiB)
silver          | 26/04/18 21:20:44 INFO BlockManagerInfo: Removed broadcast_2716_piece0 on 172.18.0.9:37307 in memory (size: 15.3 KiB, free: 864.8 MiB)
silver          | 26/04/18 21:20:44 INFO TaskSetManager: Starting task 4.0 in stage 1270.0 (TID 13132) (172.18.0.8, executor 14, partition 4, PROCESS_LOCAL, 8957 bytes) 
silver          | 26/04/18 21:20:44 INFO TaskSetManager: Finished task 1.0 in stage 1270.0 (TID 13129) in 395 ms on 172.18.0.8 (executor 14) (1/5)
silver          | 26/04/18 21:20:44 INFO BlockManagerInfo: Added broadcast_2719_piece0 in memory on 172.18.0.7:43221 (size: 36.9 KiB, free: 864.6 MiB)
silver          | 26/04/18 21:20:44 INFO TaskSetManager: Finished task 0.0 in stage 1270.0 (TID 13128) in 500 ms on 172.18.0.6 (executor 16) (2/5)
silver          | 26/04/18 21:20:44 INFO TaskSetManager: Finished task 3.0 in stage 1270.0 (TID 13131) in 566 ms on 172.18.0.7 (executor 13) (3/5)
silver          | 26/04/18 21:20:44 INFO TaskSetManager: Finished task 4.0 in stage 1270.0 (TID 13132) in 219 ms on 172.18.0.8 (executor 14) (4/5)
silver          | 26/04/18 21:20:44 INFO BlockManagerInfo: Added broadcast_2719_piece0 in memory on 172.18.0.9:37307 (size: 36.9 KiB, free: 864.8 MiB)
gold            | 26/04/18 21:20:44 INFO TaskSetManager: Starting task 36.0 in stage 555.0 (TID 2521) (172.18.0.8, executor 7, partition 36, NODE_LOCAL, 8029 bytes) 
gold            | 26/04/18 21:20:44 WARN TaskSetManager: Lost task 34.0 in stage 555.0 (TID 2520) (172.18.0.8 executor 7): FetchFailed(BlockManagerId(6, 172.18.0.9, 35481, None), shuffleId=11, mapIndex=2, mapId=2476, reduceId=34, message=ble Watch   d Detach
gold            | org.apache.spark.shuffle.FetchFailedException
gold            | 	at org.apache.spark.errors.SparkCoreErrors$.fetchFailedError(SparkCoreErrors.scala:437)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.throwFetchFailedException(ShuffleBlockFetcherIterator.scala:1233)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.next(ShuffleBlockFetcherIterator.scala:971)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.next(ShuffleBlockFetcherIterator.scala:86)
gold            | 	at org.apache.spark.util.CompletionIterator.next(CompletionIterator.scala:29)
gold            | 	at scala.collection.Iterator$$anon$11.nextCur(Iterator.scala:486)
gold            | 	at scala.collection.Iterator$$anon$11.hasNext(Iterator.scala:492)
gold            | 	at scala.collection.Iterator$$anon$10.hasNext(Iterator.scala:460)
gold            | 	at org.apache.spark.util.CompletionIterator.hasNext(CompletionIterator.scala:31)
gold            | 	at org.apache.spark.InterruptibleIterator.hasNext(InterruptibleIterator.scala:37)
gold            | 	at scala.collection.Iterator$$anon$10.hasNext(Iterator.scala:460)
gold            | 	at org.apache.spark.sql.catalyst.expressions.GeneratedClass$GeneratedIteratorForCodegenStage3.sort_addToSorter_0$(Unknown Source)
gold            | 	at org.apache.spark.sql.catalyst.expressions.GeneratedClass$GeneratedIteratorForCodegenStage3.processNext(Unknown Source)
gold            | 	at org.apache.spark.sql.execution.BufferedRowIterator.hasNext(BufferedRowIterator.java:43)
gold            | 	at org.apache.spark.sql.execution.WholeStageCodegenEvaluatorFactory$WholeStageCodegenPartitionEvaluator$$anon$1.hasNext(WholeStageCodegenEvaluatorFactory.scala:43)
gold            | 	at scala.collection.Iterator$$anon$10.hasNext(Iterator.scala:460)
gold            | 	at scala.collection.Iterator$$anon$10.hasNext(Iterator.scala:460)
gold            | 	at scala.collection.Iterator$$anon$10.hasNext(Iterator.scala:460)
gold            | 	at scala.collection.Iterator.foreach(Iterator.scala:943)
gold            | 	at scala.collection.Iterator.foreach$(Iterator.scala:943)
gold            | 	at scala.collection.AbstractIterator.foreach(Iterator.scala:1431)
gold            | 	at org.apache.spark.sql.delta.actions.InMemoryLogReplay.append(InMemoryLogReplay.scala:56)
gold            | 	at org.apache.spark.sql.delta.Snapshot.$anonfun$stateReconstruction$2(Snapshot.scala:370)
gold            | 	at org.apache.spark.sql.execution.MapPartitionsExec.$anonfun$doExecute$3(objects.scala:198)
gold            | 	at org.apache.spark.rdd.RDD.$anonfun$mapPartitionsInternal$2(RDD.scala:893)
gold            | 	at org.apache.spark.rdd.RDD.$anonfun$mapPartitionsInternal$2$adapted(RDD.scala:893)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.sql.execution.SQLExecutionRDD.compute(SQLExecutionRDD.scala:55)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.$anonfun$getOrCompute$1(RDD.scala:381)
gold            | 	at org.apache.spark.storage.BlockManager.$anonfun$getOrElseUpdate$1(BlockManager.scala:1372)
gold            | 	at org.apache.spark.storage.BlockManager.$anonfun$doPutIterator$1(BlockManager.scala:1614)
gold            | 	at org.apache.spark.storage.BlockManager.org$apache$spark$storage$BlockManager$$doPut(BlockManager.scala:1524)
gold            | 	at org.apache.spark.storage.BlockManager.doPutIterator(BlockManager.scala:1588)
gold            | 	at org.apache.spark.storage.BlockManager.getOrElseUpdate(BlockManager.scala:1389)
gold            | 	at org.apache.spark.storage.BlockManager.getOrElseUpdateRDDBlock(BlockManager.scala:1343)
gold            | 	at org.apache.spark.rdd.RDD.getOrCompute(RDD.scala:379)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:329)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.sql.execution.SQLExecutionRDD.compute(SQLExecutionRDD.scala:55)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.$anonfun$getOrCompute$1(RDD.scala:381)
gold            | 	at org.apache.spark.storage.BlockManager.$anonfun$getOrElseUpdate$1(BlockManager.scala:1372)
gold            | 	at org.apache.spark.storage.BlockManager.$anonfun$doPutIterator$1(BlockManager.scala:1614)
gold            | 	at org.apache.spark.storage.BlockManager.org$apache$spark$storage$BlockManager$$doPut(BlockManager.scala:1524)
gold            | 	at org.apache.spark.storage.BlockManager.doPutIterator(BlockManager.scala:1588)
gold            | 	at org.apache.spark.storage.BlockManager.getOrElseUpdate(BlockManager.scala:1389)
gold            | 	at org.apache.spark.storage.BlockManager.getOrElseUpdateRDDBlock(BlockManager.scala:1343)
gold            | 	at org.apache.spark.rdd.RDD.getOrCompute(RDD.scala:379)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:329)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.scheduler.ResultTask.runTask(ResultTask.scala:93)
gold            | 	at org.apache.spark.TaskContext.runTaskWithListeners(TaskContext.scala:166)
gold            | 	at org.apache.spark.scheduler.Task.run(Task.scala:141)
gold            | 	at org.apache.spark.executor.Executor$TaskRunner.$anonfun$run$4(Executor.scala:620)
gold            | 	at org.apache.spark.util.SparkErrorUtils.tryWithSafeFinally(SparkErrorUtils.scala:64)
gold            | 	at org.apache.spark.util.SparkErrorUtils.tryWithSafeFinally$(SparkErrorUtils.scala:61)
gold            | 	at org.apache.spark.util.Utils$.tryWithSafeFinally(Utils.scala:94)
gold            | 	at org.apache.spark.executor.Executor$TaskRunner.run(Executor.scala:623)
gold            | 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
gold            | 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
gold            | 	at java.base/java.lang.Thread.run(Unknown Source)
gold            | Caused by: org.apache.spark.ExecutorDeadException: [INTERNAL_ERROR_NETWORK] The relative remote executor(Id: 6), which maintains the block data to fetch is dead.
gold            | 	at org.apache.spark.network.netty.NettyBlockTransferService$$anon$2.createAndStart(NettyBlockTransferService.scala:141)
gold            | 	at org.apache.spark.network.shuffle.RetryingBlockTransferor.transferAllOutstanding(RetryingBlockTransferor.java:173)
gold            | 	at org.apache.spark.network.shuffle.RetryingBlockTransferor.start(RetryingBlockTransferor.java:152)
gold            | 	at org.apache.spark.network.netty.NettyBlockTransferService.fetchBlocks(NettyBlockTransferService.scala:151)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.sendRequest(ShuffleBlockFetcherIterator.scala:374)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.send$1(ShuffleBlockFetcherIterator.scala:1203)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.fetchUpToMaxBytes(ShuffleBlockFetcherIterator.scala:1195)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.initialize(ShuffleBlockFetcherIterator.scala:715)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.<init>(ShuffleBlockFetcherIterator.scala:194)
gold            | 	at org.apache.spark.shuffle.BlockStoreShuffleReader.read(BlockStoreShuffleReader.scala:73)
gold            | 	at org.apache.spark.sql.execution.ShuffledRowRDD.compute(ShuffledRowRDD.scala:232)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	... 63 more
gold            | 
gold            | )
gold            | 26/04/18 21:20:44 INFO TaskSetManager: task 34.0 in stage 555.0 (TID 2520) failed, but the task will not be re-executed (either because the task failed with a shuffle data fetch failure, so the previous stage needs to be re-run, or because a different copy of the task has already succeeded).
gold            | 26/04/18 21:20:44 INFO DAGScheduler: Marking ResultStage 555 ($anonfun$recordDeltaOperationInternal$1 at DatabricksLogging.scala:128) as failed due to a fetch failure from ShuffleMapStage 554 (call at /opt/spark/python/lib/py4j-0.10.9.7-src.zip/py4j/clientserver.py:617)
gold            | 26/04/18 21:20:44 INFO DAGScheduler: ResultStage 555 ($anonfun$recordDeltaOperationInternal$1 at DatabricksLogging.scala:128) failed in 58.712 s due to org.apache.spark.shuffle.FetchFailedException
gold            | 	at org.apache.spark.errors.SparkCoreErrors$.fetchFailedError(SparkCoreErrors.scala:437)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.throwFetchFailedException(ShuffleBlockFetcherIterator.scala:1233)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.next(ShuffleBlockFetcherIterator.scala:971)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.next(ShuffleBlockFetcherIterator.scala:86)
gold            | 	at org.apache.spark.util.CompletionIterator.next(CompletionIterator.scala:29)
gold            | 	at scala.collection.Iterator$$anon$11.nextCur(Iterator.scala:486)
gold            | 	at scala.collection.Iterator$$anon$11.hasNext(Iterator.scala:492)
gold            | 	at scala.collection.Iterator$$anon$10.hasNext(Iterator.scala:460)
gold            | 	at org.apache.spark.util.CompletionIterator.hasNext(CompletionIterator.scala:31)
gold            | 	at org.apache.spark.InterruptibleIterator.hasNext(InterruptibleIterator.scala:37)
gold            | 	at scala.collection.Iterator$$anon$10.hasNext(Iterator.scala:460)
gold            | 	at org.apache.spark.sql.catalyst.expressions.GeneratedClass$GeneratedIteratorForCodegenStage3.sort_addToSorter_0$(Unknown Source)
gold            | 	at org.apache.spark.sql.catalyst.expressions.GeneratedClass$GeneratedIteratorForCodegenStage3.processNext(Unknown Source)
gold            | 	at org.apache.spark.sql.execution.BufferedRowIterator.hasNext(BufferedRowIterator.java:43)
gold            | 	at org.apache.spark.sql.execution.WholeStageCodegenEvaluatorFactory$WholeStageCodegenPartitionEvaluator$$anon$1.hasNext(WholeStageCodegenEvaluatorFactory.scala:43)
gold            | 	at scala.collection.Iterator$$anon$10.hasNext(Iterator.scala:460)
gold            | 	at scala.collection.Iterator$$anon$10.hasNext(Iterator.scala:460)
gold            | 	at scala.collection.Iterator$$anon$10.hasNext(Iterator.scala:460)
gold            | 	at scala.collection.Iterator.foreach(Iterator.scala:943)
gold            | 	at scala.collection.Iterator.foreach$(Iterator.scala:943)
gold            | 	at scala.collection.AbstractIterator.foreach(Iterator.scala:1431)
gold            | 	at org.apache.spark.sql.delta.actions.InMemoryLogReplay.append(InMemoryLogReplay.scala:56)
gold            | 	at org.apache.spark.sql.delta.Snapshot.$anonfun$stateReconstruction$2(Snapshot.scala:370)
gold            | 	at org.apache.spark.sql.execution.MapPartitionsExec.$anonfun$doExecute$3(objects.scala:198)
gold            | 	at org.apache.spark.rdd.RDD.$anonfun$mapPartitionsInternal$2(RDD.scala:893)
gold            | 	at org.apache.spark.rdd.RDD.$anonfun$mapPartitionsInternal$2$adapted(RDD.scala:893)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.sql.execution.SQLExecutionRDD.compute(SQLExecutionRDD.scala:55)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.$anonfun$getOrCompute$1(RDD.scala:381)
gold            | 	at org.apache.spark.storage.BlockManager.$anonfun$getOrElseUpdate$1(BlockManager.scala:1372)
gold            | 	at org.apache.spark.storage.BlockManager.$anonfun$doPutIterator$1(BlockManager.scala:1614)
gold            | 	at org.apache.spark.storage.BlockManager.org$apache$spark$storage$BlockManager$$doPut(BlockManager.scala:1524)
gold            | 	at org.apache.spark.storage.BlockManager.doPutIterator(BlockManager.scala:1588)
gold            | 	at org.apache.spark.storage.BlockManager.getOrElseUpdate(BlockManager.scala:1389)
gold            | 	at org.apache.spark.storage.BlockManager.getOrElseUpdateRDDBlock(BlockManager.scala:1343)
gold            | 	at org.apache.spark.rdd.RDD.getOrCompute(RDD.scala:379)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:329)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.sql.execution.SQLExecutionRDD.compute(SQLExecutionRDD.scala:55)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.$anonfun$getOrCompute$1(RDD.scala:381)
gold            | 	at org.apache.spark.storage.BlockManager.$anonfun$getOrElseUpdate$1(BlockManager.scala:1372)
gold            | 	at org.apache.spark.storage.BlockManager.$anonfun$doPutIterator$1(BlockManager.scala:1614)
gold            | 	at org.apache.spark.storage.BlockManager.org$apache$spark$storage$BlockManager$$doPut(BlockManager.scala:1524)
gold            | 	at org.apache.spark.storage.BlockManager.doPutIterator(BlockManager.scala:1588)
gold            | 	at org.apache.spark.storage.BlockManager.getOrElseUpdate(BlockManager.scala:1389)
gold            | 	at org.apache.spark.storage.BlockManager.getOrElseUpdateRDDBlock(BlockManager.scala:1343)
gold            | 	at org.apache.spark.rdd.RDD.getOrCompute(RDD.scala:379)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:329)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.scheduler.ResultTask.runTask(ResultTask.scala:93)
gold            | 	at org.apache.spark.TaskContext.runTaskWithListeners(TaskContext.scala:166)
gold            | 	at org.apache.spark.scheduler.Task.run(Task.scala:141)
gold            | 	at org.apache.spark.executor.Executor$TaskRunner.$anonfun$run$4(Executor.scala:620)
gold            | 	at org.apache.spark.util.SparkErrorUtils.tryWithSafeFinally(SparkErrorUtils.scala:64)
gold            | 	at org.apache.spark.util.SparkErrorUtils.tryWithSafeFinally$(SparkErrorUtils.scala:61)
gold            | 	at org.apache.spark.util.Utils$.tryWithSafeFinally(Utils.scala:94)
gold            | 	at org.apache.spark.executor.Executor$TaskRunner.run(Executor.scala:623)
gold            | 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
gold            | 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
gold            | 	at java.base/java.lang.Thread.run(Unknown Source)
gold            | Caused by: org.apache.spark.ExecutorDeadException: [INTERNAL_ERROR_NETWORK] The relative remote executor(Id: 6), which maintains the block data to fetch is dead.
gold            | 	at org.apache.spark.network.netty.NettyBlockTransferService$$anon$2.createAndStart(NettyBlockTransferService.scala:141)
gold            | 	at org.apache.spark.network.shuffle.RetryingBlockTransferor.transferAllOutstanding(RetryingBlockTransferor.java:173)
gold            | 	at org.apache.spark.network.shuffle.RetryingBlockTransferor.start(RetryingBlockTransferor.java:152)
gold            | 	at org.apache.spark.network.netty.NettyBlockTransferService.fetchBlocks(NettyBlockTransferService.scala:151)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.sendRequest(ShuffleBlockFetcherIterator.scala:374)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.send$1(ShuffleBlockFetcherIterator.scala:1203)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.fetchUpToMaxBytes(ShuffleBlockFetcherIterator.scala:1195)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.initialize(ShuffleBlockFetcherIterator.scala:715)
gold            | 	at org.apache.spark.storage.ShuffleBlockFetcherIterator.<init>(ShuffleBlockFetcherIterator.scala:194)
gold            | 	at org.apache.spark.shuffle.BlockStoreShuffleReader.read(BlockStoreShuffleReader.scala:73)
gold            | 	at org.apache.spark.sql.execution.ShuffledRowRDD.compute(ShuffledRowRDD.scala:232)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
gold            | 	at org.apache.spark.rdd.MapPartitionsRDD.compute(MapPartitionsRDD.scala:52)
gold            | 	at org.apache.spark.rdd.RDD.computeOrReadCheckpoint(RDD.scala:367)
gold            | 	at org.apache.spark.rdd.RDD.iterator(RDD.scala:331)
